OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
218,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{10A65494-9CE8-4265-B4B7-8896C6A2AD59},232,JICA,Lands - http://landsnet.nps.gov/tractsnet/documents/JICA/Metadata/jica_metadata.xml,Jimmy Carter National Historical Park,2015/08/03 00:00:00+00,GA,SE,1888934,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224524,Jimmy Carter,15043.6641044262,407012.952633803
219,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{02573EEE-30C4-4A6D-85E7-DD8FAEC43B67},233,MALU,Lands - http://landsnet.nps.gov/tractsnet/documents/MALU/Metadata/malu_metadata.xml,"Martin Luther King, Jr., National Historical Park",2014/11/19 00:00:00+00,GA,SE,1704967,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218475,Martin Luther King Jr.,2965.89059558848,228201.895971019
220,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{BF6B858B-4FBB-4FE8-9A23-45E288B2F1D1},234,CUVA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUVA/Metadata/cuva_metadata.xml,Cuyahoga Valley National Park,2021/09/01 00:00:00+00,OH,MW,1066328,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225690,Cuyahoga Valley,295869.550423291,234527745.370184
221,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{2D6051AA-C1E8-4536-B1E2-41814B15F5AF},235,BRVB,Lands - http://landsnet.nps.gov/tractsnet/documents/BRVB/Metadata/brvb_metadata.xml,Brown v. Board of Education National Historical Park,2023/05/16 13:48:08+00,KS,MW,2510335,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048389,Brown V Board Of Education,910.363017691999,22946.5973986521
222,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{C62E4E19-34A5-40BC-9A61-7A40A5A36B46},236,APIS,Lands - http://landsnet.nps.gov/tractsnet/documents/APIS/Metadata/apis_metadata.xml,Apostle Islands National Lakeshore,2017/08/25 00:00:00+00,WI,MW,1581059,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221817,Apostle Islands,491129.225110402,632060717.194061
223,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{4F7497DD-117E-47E0-AB3C-A0EE25F118FD},237,FILA,Lands - http://landsnet.nps.gov/tractsnet/documents/FILA/Metadata/fila_metadata.xml,First Ladies National Historic Site,2018/11/20 00:00:00+00,OH,MW,2035610,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203269,First Ladies,357.620782199096,3210.14240795594
224,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{88F877AA-C864-4422-A9F5-7E52FBC9F59D},239,NIOB,Lands - http://landsnet.nps.gov/tractsnet/documents/NIOB/Metadata/niob_metadata.xml,Niobrara National Scenic River,2021/07/09 00:00:00+00,NE,MW,1888949,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210709,Niobrara,385613.771805103,218507564.913156
225,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{59A48E04-CC60-47B8-B973-120F8ED14235},241,IATR,Lands - http://landsnet.nps.gov/tractsnet/documents/IATR/Metadata/iatr_metadata.xml,Ice Age National Scenic Trail,2021/09/16 00:00:00+00,WI,MW,2733461,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048397,Ice Age,11582.9558039011,1849202.1297563
226,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{62660BC3-1B44-4CDA-BC25-B953AB80A3E8},243,EFMO,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,Effigy Mounds National Monument,2019/08/19 00:00:00+00,IA,MW,456249,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048392,Effigy Mounds,44137.5857804367,18954013.4771583
227,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{CDAF54FB-DFDF-4AEB-B33C-BE44043A74FF},244,DAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/DAAV/Metadata/daav_metadata.xml,Dayton Aviation Heritage National Historical Park,2013/05/30 00:00:00+00,OH,MW,1083940,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196729,Dayton Aviation Heritage,6679.67604106536,779956.288443538
228,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{8E416D13-3BA4-42E2-8C10-C28F5DB01A18},246,FOLS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLS/Metadata/fols_metadata.xml,Fort Larned National Historic Site,2010/07/28 00:00:00+00,KS,MW,475845,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165328,Fort Larned,12380.5538116785,4625403.87212592
229,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{8BFE306D-26EE-4ABB-8B39-257A36DEA1CE},247,NICO,Lands - http://landsnet.nps.gov/tractsnet/documents/NICO/Metadata/nico_metadata.xml,Nicodemus National Historic Site,2023/05/12 15:07:20+00,KS,MW,2733440,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182235,Nicodemus,1870.15996584741,38671.1956767557
230,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{7590D609-E02E-4C23-ABAE-CD12CEE22F2F},248,FOSC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSC/Metadata/fosc_metadata.xml,Fort Scott National Historic Site,2019/05/02 00:00:00+00,KS,MW,480986,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166414,Fort Scott,1717.18196965436,132981.268708938
231,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{4D77B120-3893-4F9C-B280-AA35BF2872E8},249,TAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/TAPR/Metadata/tapr_metadata.xml,Tallgrass Prairie National Preserve,2016/01/14 00:00:00+00,KS,MW,1888965,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048190,Tallgrass Prairie,49657.0635874929,71990800.1230349
232,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{0446C88A-5FD2-41B8-960C-411AEB0E724C},250,GWCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GWCA/Metadata/gwca_metadata.xml,George Washington Carver National Monument,2018/11/30 00:00:00+00,MO,MW,718402,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048161,George Washington Carver,5054.57241703589,1530092.90324049
233,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{B764C013-8E34-4607-8FC7-DD8081A9E28E},251,WICL,Lands - http://landsnet.nps.gov/tractsnet/documents/WICL/Metadata/wicl_metadata.xml,President William Jefferson Clinton Birthplace Home National Historic Site,2018/07/24 00:00:00+00,AR,MW,2733433,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169653,President William Jefferson Clinton Birthplace Home,307.894329716029,3372.28249785349
234,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{34062E4E-0813-4A92-868D-4026C00A4FFB},252,WICR,Lands - http://landsnet.nps.gov/tractsnet/documents/WICR/Metadata/wicr_metadata.xml,Wilson's Creek National Battlefield,2022/08/26 09:32:14+00,MO,MW,735922,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048197,Wilson's Creek,20400.9414827085,15564685.5656081
235,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{E1806F52-1353-4A6D-972F-2C5BF9B02744},253,JAGA,Lands - http://landsnet.nps.gov/tractsnet/documents/JAGA/Metadata/jaga_metadata.xml,James A. Garfield National Historic Site,2010/09/07 00:00:00+00,OH,MW,1888932,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166418,James A Garfield,1039.26366595302,56656.2462263331
236,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{BB95030A-0650-47A5-AF12-F172B69386B3},254,KEWE,Lands - http://landsnet.nps.gov/tractsnet/documents/KEWE/Metadata/kewe_metadata.xml,Keweenaw National Historical Park,2017/09/19 00:00:00+00,MI,MW,1888937,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174270,Keweenaw,30353.9084722276,16297962.7054528
237,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{0DA0769A-5B93-4728-8E89-ED737D9122B5},255,GRPO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRPO/Metadata/grpo_metadata.xml,Grand Portage National Monument,2009/12/14 00:00:00+00,MN,MW,644333,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049054,Grand Portage,46692.8451611452,6395838.42939779
238,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{5CB84CE3-3D68-4FEC-9068-6CA7040CB984},256,HSTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HSTR/Metadata/hstr_metadata.xml,Harry S Truman National Historic Site,2022/12/28 14:07:04+00,MO,MW,2463113,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185776,Harry S Truman,2131.37232445939,90718.2374805154
239,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{07B764E6-8420-4E3F-9579-5674CE1BFFED},257,HEHO,Lands - http://landsnet.nps.gov/tractsnet/documents/HEHO/Metadata/heho_metadata.xml,Herbert Hoover National Historic Site,2019/06/30 00:00:00+00,IA,MW,457629,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188824,Herbert Hoover,5325.09908447762,1357394.57926813
240,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{6C4C78E1-EB53-42F7-B5D7-4624A512465C},258,INDU,Lands - http://landsnet.nps.gov/tractsnet/documents/INDU/Metadata/indu_metadata.xml,Indiana Dunes National Park,2023/03/20 14:13:17+00,IN,MW,446903,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225696,Indiana Dunes,262805.639332594,115487726.441374
241,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{E60DBE2F-ECBA-4856-822B-4E831B865DBB},259,HOME,Lands - http://landsnet.nps.gov/tractsnet/documents/HOME/Metadata/home_metadata.xml,Homestead National Historical Park,2017/12/14 00:00:00+00,NE,MW,830099,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048166,Homestead,7913.36393776027,1491929.30114213
242,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{2964CDE1-21F3-41BD-9E7E-62FA4273B5F4},260,ISRO,Lands - https://landsnet.nps.gov/tractsnet/documents/ISRO/Metadata/ISRO_metadata.xml,Isle Royale National Park,2023/09/22 09:18:57+00,MI,MW,1616980,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2299636,Isle Royale,346182.299147266,4985801155.37839
243,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{80982D54-6C65-49DD-930B-B6379435073E},261,PIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/PIRO/Metadata/piro_metadata.xml,Pictured Rocks National Lakeshore,2020/09/15 00:00:00+00,MI,MW,634820,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048185,Pictured Rocks,234953.309595795,630282402.20011
244,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{3FE9916B-15CF-40B1-98C2-021826144B81},262,RIRA,Lands - http://landsnet.nps.gov/tractsnet/documents/RIRA/Metadata/rira_metadata.xml,River Raisin National Battlefield Park,2018/02/27 00:00:00+00,MI,MW,2733434,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221825,River Raisin,2434.0699825586,307034.414202913
245,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{055BEFCB-BD31-402C-ABEC-547E23CEFB27},263,LECL,Lands - http://landsnet.nps.gov/tractsnet/documents/LECL/Metadata/lecl_metadata.xml,Lewis and Clark National Historic Trail,2017/01/13 00:00:00+00,IL,MW,2733427,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048008,Lewis and Clark,3496.82439126553,564370.767910067
246,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{6F358B91-F5FD-4F30-8422-CB1337CD0E3B},264,RRBH,Lands - http://landsnet.nps.gov/tractsnet/documents/RRBH/Metadata/rrbh_metadata.xml,Ronald Reagan Boyhood Home National Historic Site,2013/01/03 00:00:00+00,IL,MW,2733441,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192766,Ronald Reagan Boyhood Home,490.520182844926,7381.06792778989
247,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{436E6E68-779D-4D49-90E1-768651304657},265,LIBO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBO/Metadata/libo_metadata.xml,Lincoln Boyhood National Memorial,2016/03/03 00:00:00+00,IN,MW,446882,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218474,Lincoln Boyhood,5424.29615334871,1310293.04683571
248,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{959DFA86-B2EB-45F9-8FCA-E73CC9DFD5D0},266,JEFF,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFF/Metadata/jeff_metadata.xml,Gateway Arch National Park,2010/10/28 00:00:00+00,IL,MW,765817,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171833,Gateway Arch,9270.23040291534,1290994.16383916
249,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{BCF61A6E-3093-4BCB-B14B-40BA488E2856},267,GERO,Lands - http://landsnet.nps.gov/tractsnet/documents/GERO/Metadata/gero_metadata.xml,George Rogers Clark National Historical Park,2010/08/18 00:00:00+00,IN,MW,447197,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180622,George Rogers Clark,2367.45137849474,161979.486910199
250,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{71D2B198-15E5-4C61-BFF5-3B45299BBE37},268,LIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIHO/Metadata/liho_metadata.xml,Lincoln Home National Historic Site,2017/06/06 00:00:00+00,IL,MW,1821086,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048176,Lincoln Home,1213.33093493243,93771.6824405755
251,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{165425CE-E091-4074-9663-ECC1F00555CF},269,OZAR,Lands - http://landsnet.nps.gov/tractsnet/documents/OZAR/Metadata/ozar_metadata.xml,Ozark National Scenic Riverways,2022/08/26 09:55:50+00,MO,MW,751466,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194487,Ozark,549290.245243991,525270475.060521
252,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{EC665788-4105-41D3-8C28-0589E005F8BC},270,SCBL,Lands - http://landsnet.nps.gov/tractsnet/documents/SCBL/Metadata/scbl_metadata.xml,Scotts Bluff National Monument,2012/08/13 00:00:00+00,NE,MW,833315,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188825,Scotts Bluff,24943.7601820775,23469485.3437887
253,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{E8D87D9E-0CEA-4A0A-BC18-67DE926C3119},271,AGFO,Lands - http://landsnet.nps.gov/tractsnet/documents/AGFO/Metadata/agfo_metadata.xml,Agate Fossil Beds National Monument,2012/11/27 00:00:00+00,NE,MW,826917,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192756,Agate Fossil Beds,35522.3096370179,22628044.3577788
254,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{2C0BBB50-17DC-422B-AAC7-B6685312A8B5},272,HOCU,Lands - http://landsnet.nps.gov/tractsnet/documents/HOCU/Metadata/hocu_metadata.xml,Hopewell Culture National Historical Park,2019/07/10 00:00:00+00,OH,MW,1888931,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188826,Hopewell Culture,40884.8136953245,12116307.1987747
255,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{398618D2-1508-447D-A4F7-5F234DBBC4D0},273,PEVI,Lands - http://landsnet.nps.gov/tractsnet/documents/PEVI/Metadata/pevi_metadata.xml,Perry's Victory and International Peace Memorial,2010/09/01 00:00:00+00,OH,MW,1082175,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166417,Perry's Victory & International Peace,2504.75019939667,194081.438127678
256,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{D203EE13-769B-4BE3-9F21-03E8C6C2F354},274,WIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WIHO/Metadata/wiho_metadata.xml,William Howard Taft National Historic Site,2019/08/23 00:00:00+00,OH,MW,1888973,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165598,William Howard Taft,795.26147048915,24572.0286245162
257,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{3DC99728-4974-4D66-AC65-5D22F7826AE5},275,PIPE,Lands - http://landsnet.nps.gov/tractsnet/documents/PIPE/Metadata/pipe_metadata.xml,Pipestone National Monument,2022/08/30 12:32:54+00,MN,MW,649530,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166448,Pipestone,7612.00662895464,2364452.72740089
258,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{D701736B-72BD-4ADE-BEE1-BB6D277465CE},276,SACN,Lands - http://landsnet.nps.gov/tractsnet/documents/SACN/Metadata/sacn_metadata.xml,Saint Croix National Scenic Riverway,2023/07/28 10:03:46+00,MN,MW,1888958,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223253,Saint Croix,998633.684977891,590858889.605664
259,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{C471D4CA-4976-47C6-B1F6-02E88FD730A2},277,MISS,Lands - http://landsnet.nps.gov/tractsnet/documents/MISS/Metadata/miss_metadata.xml,Mississippi National River and Recreation Area,2018/05/10 00:00:00+00,MN,MW,1888944,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253817,Mississippi,379445.166059279,433802093.132738
260,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{707E723C-2F45-4D0D-A3C6-727390F3BF27},278,LOSA,Lands - http://landsnet.nps.gov/tractsnet/documents/LOSA/Metadata/losa_metadata.xml,Lower Saint Croix National Scenic Riverway,2022/04/18 00:00:00+00,MN,MW,2738286,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223247,Lower Saint Croix,149384.158681799,92270909.9338273
261,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{4B292D9B-5938-46A5-8AF8-BA240202E378},279,SLBE,Lands - http://landsnet.nps.gov/tractsnet/documents/SLBE/Metadata/slbe_metadata.xml,Sleeping Bear Dunes National Lakeshore,2022/10/03 14:49:37+00,MI,MW,638101,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272027,Sleeping Bear Dunes,345264.425263256,570334049.21921
262,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{15E6D79A-A3E6-4BCF-A3F1-5FDFFF232F05},280,ULSG,Lands - http://landsnet.nps.gov/tractsnet/documents/ULSG/Metadata/ulsg_metadata.xml,Ulysses S. Grant National Historic Site,2008/07/01 00:00:00+00,MO,MW,2733425,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048194,Ulysses S Grant,1054.31060399883,65455.1832837728
263,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{877ACD5A-DAB0-4B68-9711-0EDF042CA2A3},281,VOYA,Lands - http://landsnet.nps.gov/tractsnet/documents/VOYA/Metadata/voya_metadata.xml,Voyageurs National Park,2016/08/15 00:00:00+00,MN,MW,660491,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224529,Voyageurs,383313.927385948,1884045707.83406
264,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{FC109DE1-540C-4865-9C72-EDD645C519EC},282,MIMI,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMI/Metadata/mimi_metadata.xml,Minuteman Missile National Historic Site,2020/02/03 00:00:00+00,SD,MW,2733442,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208028,Minuteman Missile,5491.88024363269,339067.443307664
265,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{9B0AA243-69AF-4861-9CFB-018D6125FDFE},283,BITH,Lands - http://landsnet.nps.gov/tractsnet/documents/BITH/Metadata/bith_metadata.xml,Big Thicket National Preserve,2018/03/27 00:00:00+00,TX,IM,1888902,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239597,Big Thicket,1142445.74895685,617771863.938499
266,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{BEE36320-1F88-4846-A18D-097FD5E9D9E6},284,CARI,Lands - http://landsnet.nps.gov/tractsnet/documents/CARI/Metadata/cari_metadata.xml,Cane River Creole National Historical Park,2009/07/28 00:00:00+00,LA,SE,2733428,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047922,Cane River Creole,6188.26910295934,1153290.89888417
267,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{6D9629BB-E645-4ED6-B6D6-CD2A797E3435},285,JAZZ,Lands - http://landsnet.nps.gov/tractsnet/documents/JAZZ/Metadata/jazz_metadata.xml,New Orleans Jazz National Historical Park,2017/11/08 00:00:00+00,LA,SE,2035602,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249523,New Orleans Jazz,836.710354770351,28904.261039534
268,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{DB5E82EC-0514-438D-8CCD-BAD994D809AE},286,AMIS,Lands - http://landsnet.nps.gov/tractsnet/documents/AMIS/Metadata/amis_metadata.xml,Amistad National Recreation Area,2019/07/22 00:00:00+00,TX,IM,1329499,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266792,Amistad,1253934.35186946,330976091.799887
269,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{6E396C70-6FC0-4EE7-BEA8-B534D3D79887},287,ARPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARPO/Metadata/arpo_metadata.xml,Arkansas Post National Memorial,2010/12/13 00:00:00+00,AR,MW,2733432,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167744,Arkansas Post,14849.872488267,4505848.7353557
270,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{FE560D2C-47E5-4770-B6E1-B8E5FF43547A},288,BAND,Lands - http://landsnet.nps.gov/tractsnet/documents/BAND/Metadata/band_metadata.xml,Bandelier National Monument,2016/04/26 00:00:00+00,NM,IM,928874,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194464,Bandelier,96236.6371870805,207550769.187795
271,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{C2831543-E9E1-4C99-B895-5DDEA8023E84},289,BIBE,Lands - http://landsnet.nps.gov/tractsnet/documents/BIBE/Metadata/bibe_metadata.xml,Big Bend National Park,2018/01/09 00:00:00+00,TX,IM,1377082,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239592,Big Bend,462145.817729528,4329893757.47735
272,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{7332F9A9-53FE-46C3-AC5E-6CDFDD30861B},290,CAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVO/Metadata/cavo_metadata.xml,Capulin Volcano National Monument,2004/07/22 00:00:00+00,NM,IM,936867,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047927,Capulin Volcano,10529.5706523905,4997144.04183274
273,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{0A52EF98-F14B-4BBB-BB29-C2F5117EEB07},291,CAVE,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVE/Metadata/cave_metadata.xml,Carlsbad Caverns National Park,2017/06/22 00:00:00+00,NM,IM,904780,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047926,Carlsbad Caverns,116427.046438413,264914338.159333
274,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{A99F5934-046D-4B46-AA68-68880AEC9C00},292,GUMO,Lands - http://landsnet.nps.gov/tractsnet/documents/GUMO/Metadata/gumo_metadata.xml,Guadalupe Mountains National Park,2023/03/15 14:00:07+00,TX,IM,1377201,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167742,Guadalupe Mountains,134372.172681475,491447344.41675
